"organid"	"sentence"
"Part15_091Munnekezijl"	"Het front spreekt niet."
"Part15_091Munnekezijl"	"Verder valt op dat het front nergens aansluit bij de kast: het is veel breder, en binnenin is te zien dat het als een apart onderdeel ‘eenvoudigweg’ vóór stempad en windlade is gezet."
"Part15_091Munnekezijl"	"Vrijwel alle open pijpwerk is voorzien van expressions; op de zinken pijpen is onder elke expression een strookje vilt aangebracht."
"Part15_091Munnekezijl"	"De grootste pijpen, inclusief het complete front, zijn van zink."
"Part15_091Munnekezijl"	"Per register varieert het ‘omslagpunt’ naar orgelmetaal: bij de Prestant is het pijpwerk tot f1 van zink, bij de Octaaf en bij de Woudfluit tot H, bij de Gamba, de Aeoline en Vox coelestis tot h."
"Part15_091Munnekezijl"	"De trompetbekers hebben in het bovenste octaaf dubbele lengte."
"Part15_091Munnekezijl"	"Doordat de 18 bovenste bekers van metaal zijn, betekent dit dat er bekers van gelijke lengte in zink en metaal naast elkaar staan."
"Part15_091Munnekezijl"	"Wél consequent doorgevoerd is de keuze voor boogvormige opsneden bij de fluitregisters en voor zeer regelmatig aangebrachte kernsteken bij alle registers."
"Part15_091Munnekezijl"	"Het groot octaaf van de Roerfluit is van zink, gedekt met houten pistons."
"Part15_091Munnekezijl"	"Anders dan elders bij Rohlfing (en anderen) is de Woudfluit in Munnekezijl niet conisch, en in feite bruikbaar als Octaaf 2'."
"Part15_091Munnekezijl"	"Het hoogste octaaf van de Roerfluit is open."
"Part15_091Munnekezijl"	"Bourdon en Holpÿp zijn vanaf c2 van metaal."
"Part15_091Munnekezijl"	"De suboktaafkoppel werkt alleen van c tot c1."
"Part15_091Munnekezijl"	"Cello en Subbas zijn transmissies van Gamba en Bourdon."
"Part15_092Surhuizum"	"Het handklavier is een staartklavier."
"Part15_092Surhuizum"	"De toetsen zijn van naaldhout, de frontons zijn in een hoek van 45º geplaatst."
"Part15_092Surhuizum"	"Het beleg op de ondertoetsen is van been."
"Part15_092Surhuizum"	"De registerknoppen zijn direct boven het handklavier geplaatst."
"Part15_092Surhuizum"	"Ze hebben witte porseleinen naamplaatjes."
"Part15_092Surhuizum"	"De naamplaatjes van Prestant 8' en Octaaf 4' zijn vervangen door kunststof exemplaren met graveerletter."
"Part15_092Surhuizum"	"De namen hierbij, in afwijking van de originele plaatjes, geheel kapitaal."
"Part15_092Surhuizum"	"Voor de Quint 3' is in 1978 een oud plaatje gebruikt, waarbij de afkorting vt voorkomt, terwijl op de originele plaatjes geen enkel voet-teken is gebruikt."
"Part15_092Surhuizum"	"Het eiken pedaalklavier heeft boventoetsen van gelijke lengte, die zodanig geplaatst zijn dat een lichte boogvorm ontstaan is."
"Part15_092Surhuizum"	"Het cancellenraam en de ventielkast van de windlade zijn van eiken."
"Part15_092Surhuizum"	"De voorslagen worden door middel van palmhouten klemmen vastgehouden."
"Part15_092Surhuizum"	"De cancelvolgorde van de lade is chromatisch: C-H g3-c."
"Part15_092Surhuizum"	"De grote magazijnbalg ligt onder in de kas."
"Part15_092Surhuizum"	"Er zijn twee windzichten: één bij de handpomp, en één voor de bespeler, naast de klaviatuur."
"Part15_092Surhuizum"	"De Tremulant is een inliggend exemplaar, het Ventiel is een eiken klepje op het staand windkanaal."
"Part15_092Surhuizum"	"De frontpijpen zijn van zink."
"Part15_092Surhuizum"	"Alle 24 frontpijpen spreken, aangesloten op C-h van de Prestant 8'."
"Part15_092Surhuizum"	"Houten pijpen zijn toegepast voor de Bourdon 16' (C-h) en de Gedakt 8' (C-H)."
"Part15_092Surhuizum"	"De houten pijpen zijn op vervoerstokken geplaatst tegen de beide zijwanden van de kas."
"Part15_092Surhuizum"	"De Cello 8' is in het groot octaaf gecombineerd met de Gedakt 8'."
"Part15_092Surhuizum"	"De Aeoline was dat ook."
"Part15_092Surhuizum"	"Voor de Quint 3' is in 1978 nieuw pijpwerk geleverd, het register loopt vanaf groot C. Er is veel pijpwerk van zink toegepast: van de Cello het klein octaaf, van de Octaaf 4' 1 1/2' octaaf, van de Roerfluit '4 het groot octaaf, van de Gedakt 8' een deel van het klein octaaf."
"Part15_092Surhuizum"	"De Octaaf 2' heeft pijpwerk met klassieke spitslabia en handgeschreven toonnamen."
"Part15_092Surhuizum"	"De kleinste 12 pijpen van de Roerfluit 4' zijn conisch, open."
"Part15_092Surhuizum"	"De Cornet is op de pijpstok geplaatst."
"Part15_092Surhuizum"	"De Trompet is, evenals het merendeel van het labiaalpijpwerk, een toegeleverd register met toonnamen in de vorm van slagletters."
"Part15_092Surhuizum"	"De stevels zijn van zink, de koppen van lood, de bekers van zink tot en met h1."
"Part15_092Surhuizum"	"De bekers voor fis2-cis3 hebben dubbele lengte, voor de toetsen d3-g3 zijn labiaalpijpjes geplaatst."
"Part15_092Surhuizum"	"Voor de steminrichtingen zijn in veel gevallen expressions toegepast."
"Part15_092Surhuizum"	"Bij Prestant en Cello tot en met g3, bij de Octaaf 4' en Octaaf 2' tot 1/3-voets lengte."
"Part15_093AmsterdamOrgelpark"	"De fa Sauer was in 1922 onderdeel van het conglomeraat van Oscar Walcker, waartoe ook de fa Walcker behoorde."
"Part15_093AmsterdamOrgelpark"	"Veel onderdelen (met name speeltafelelementen en windladen) werden door beide bedrijven gedeeld, maar Sauer-bedrijfsleider Karl Ruther kreeg van Walcker de ruimte de Sauer-traditie voort te zetten."
"Part15_093AmsterdamOrgelpark"	"Zo kreeg het orgel in de Parkkerk een speeltafel waarvan de indeling geïnspireerd is door Elzasser Orgelreformer Emil Rupp, door Walcker hogelijk gewaardeerd, terwijl de dispositie refereert aan Wilhelm Sauers werk uit de jaren ’90 van de 19e eeuw."
"Part15_093AmsterdamOrgelpark"	"De windladen zijn uitgevoerd als Taschenladen met staande Taschen; beide manualen zijn elk op twee laden geplaatst, het pedaal staat op drie laden direct achter het front."
"Part15_093AmsterdamOrgelpark"	"Het pijpwerk staat chromatisch op de laden."
"Part15_093AmsterdamOrgelpark"	"De pneumatiek werkt tot vlak onder de laden geheel met inlatende wind; onder de laden vindt wisseling van de winddrukgolfrichting plaats."
"Part15_093AmsterdamOrgelpark"	"Ped en Man II hebben in de discant een extra octaaf pijpwerk, in verband met de superoctaafkoppels."
"Part15_093AmsterdamOrgelpark"	"De Rohrflöte en de Lieblich Gedackt hebben bolle bovenlabia met boogvormige opsnedes."
"Part15_093AmsterdamOrgelpark"	"Dergelijke opsnedes hebben overigens alle gedekte pijpen."
"Part15_093AmsterdamOrgelpark"	"Freins komen eveneens voor op de plaatsen waar ze te verwachten zijn, zoals bij de Gambe en de Aeoline."
"Part15_093AmsterdamOrgelpark"	"De Dulciana is licht conisch, evenals het pijpwerk van de Harmonia Aetherea."
"Part15_093AmsterdamOrgelpark"	"De tongwerken zijn aan Sauer geleverd door de fa Giesecke."
"Part15_093AmsterdamOrgelpark"	"In 1951 zijn veel pijpen van plaats verwisseld en/of ingekort."
"Part15_093AmsterdamOrgelpark"	"Bij de restauratie van 2006 is alles teruggezet en waar nodig verlengd."
"Part15_093AmsterdamOrgelpark"	"Slechts op enkele plaatsen waren nieuwe pijpen nodig."
"Part15_093AmsterdamOrgelpark"	"De speeltafel stond oorspronkelijk links naast het orgel buiten de kerkzaal; de organist diende de gemeentezang te horen via een raam dat hij op een kier kon zetten."
"Part15_093AmsterdamOrgelpark"	"In 1951 kwam de speeltafel in de kerkzaal te staan."
"Part15_093AmsterdamOrgelpark"	"Nu de speeltafel in de kansel staat, kon het originele ‘Coppelgestell’, dat oorspronkelijk onder Man II stond, dus vlakbij de speeltafel, niet gereconstrueerd worden - dat zou de speelbaarheid negatief hebben beïnvloed."
"Part15_093AmsterdamOrgelpark"	"Daarom is gekozen voor koppelapparaten geïnspireerd door die welke Wilhelm Sauer doorgaans bouwde, en die sterk lijken op de koppelapparaten in wisselwindspeeltafels van Nederlandse orgelmakers uit de vroege 20e eeuw."
"Part15_094Bedum"	"De discant begint op c1."
"Part15_094Bedum"	"De kas is waarschijnlijk betrokken bij de firma Dekker (waar Vegter vanaf 1919 een tijd heeft gewerkt) of het toeleveringsbedrijf daarvan."
"Part15_094Bedum"	"De magazijnbalg, met inspringende vouw, ligt rechts naast het orgel."
"Part15_094Bedum"	"De klaviatuur met toebehoren stamt uit 1975."
"Part15_094Bedum"	"De registertrekkers van de HW en BW zijn in twee horizontale rijen boven de lessenaarbak aangebracht."
"Part15_094Bedum"	"De trekkers voor de beide pedaalregisters bevinden zich links van de klavieren."
"Part15_094Bedum"	"Het pedaalklavier is recht."
"Part15_094Bedum"	"De registerknoppen hebben naamplaatjes op de kop van de knop."
"Part15_094Bedum"	"In 1975 werden de koppelingen met registertrekkers vervangen door (messing) koppeltreden."
"Part15_094Bedum"	"Onder de beide lades liggen eiken walsramen met grenen walsen en ijzeren walsarmpjes."
"Part15_094Bedum"	"De HW-lade ligt laag in de onderkas; de Ped-lade is tegen de rechter zijwand gesitueerd."
"Part15_094Bedum"	"De windladen zijn van eiken met elk met drie opliggende voorslagen."
"Part15_094Bedum"	"Het pijpwerk van HW en BW staat als volgt opgesteld: C-Fis in het midden, G-g respectievelijk Gis-gis aan beide uiteinden van de laden (in tertsopstelling), a-g respectievelijk en b-fis in hele tonen van binnen naar buiten aflopend daar tussen in."
"Part15_094Bedum"	"De lade van het Ped is chromatisch ingedeeld."
"Part15_094Bedum"	"Bij demontage bleek dat een deel van het oorspronkelijke houten pijpwerk (vurenhout) van de hand van De Koff is."
"Part15_094Bedum"	"Kennelijk betrok Vegter ook materiaal bij dit bedrijf."
"Part15_094Bedum"	"De grootste metalen pijpen, de drie oorspronkelijk aanwezige strijkers en de Trompet waren van zink; alle pijpen fabrieksmateriaal."
"Part15_094Bedum"	"De Bourdon 16' was tot en met 1975 door middel van een transmissie ook speelbaar in het Ped."
"Part15_094Bedum"	"Thans spreekt het register vanaf dis op het HW; het metaal pijpwerk heeft geperste labia."
"Part15_094Bedum"	"De Prestant 8' staat van C-fis1 in het front, g1-g3 op de lade met geperste labia en expressions."
"Part15_094Bedum"	"C-cis van de Roerfluit 8' zijn van hout (gedekt), afgevoerd, het vervolg is van metaal met roeren."
"Part15_094Bedum"	"C-B van de Octaaf 4' zijn van zink met geperste, het vervolg is van metaal en tot en met h2 voorzien van expressions."
"Part15_094Bedum"	"De oorspronkelijke Woudfluit 2' is door toevoeging van een nieuw groot octaaf en opschuiving van het overige pijpwerk veranderd in een viervoetsregister."
"Part15_094Bedum"	"De overtollige geworden pijpjes worden bewaard in het orgel."
"Part15_094Bedum"	"C-D zijn van metaal (gedekt), Dis-H zijn open, cilindrisch; het overige pijpwerk is conisch met geperste labia."
"Part15_094Bedum"	"Dis-h2 met expressions."
"Part15_094Bedum"	"Het laagste koor van de Cornet is gedekt, het overige pijpwerk is open."
"Part15_094Bedum"	"Het pijpwerk heeft geperste labia en is - voor zover open - grotendeels voorzien van stemkrullen."
"Part15_094Bedum"	"De Mixtuur is deels voorzien van stemkrullen, de kleinere zijn op lengte afgesneden."
"Part15_094Bedum"	"C-h van de Trompet 8' hebben zinken stevels en bekers, de discant is van metaal."
"Part15_094Bedum"	"Vanaf f2 hebben de bekers dubbele lengte."
"Part15_094Bedum"	"C-Gis van de Holpijp 8' zijn van zink (gedekt), Het vervolg is van metaal en staat op de lade."
"Part15_094Bedum"	"Alle pijpen met geperste labia."
"Part15_094Bedum"	"De Fluit Gedekt 4' is van metaal met geperste labia, g2-g3 zijn open, conisch."
"Part15_094Bedum"	"De Quint 3' is van metaal, cilindrisch en tot en met c1 voorzien van stemkrullen."
"Part15_094Bedum"	"Bij de Octaaf 2' zijn stemkrullen aangebracht van C-g."
"Part15_094Bedum"	"De Engelse Hoorn 8' is in 1993 uit particulier bezit aangekocht."
"Part15_094Bedum"	"C-fis met zinken stevels en bekers (daarvan C-F meervoudig verkropt), de overige van metaal, gedekt, met gaten onder bovenrand bekers en stemlap."
"Part15_094Bedum"	"Het pijpwerk van de Subbas 16' is afkomstig van het HW. De Bazuin 16' is afkomstig van het vroegere Verschueren-orgel van de St-Jansbasiliek te Laren."
"Part15_094Bedum"	"Bekers en stevels van zink."
"Part15_095Horssen"	"Tussen beide kassen is, tegen de voorgevel van de kerk, de grote magazijnbalg geplaatst."
"Part15_095Horssen"	"Deze is voorzien van een dubbele vouw en wordt omsloten door een eenvoudige kas."
"Part15_095Horssen"	"De windkanalen zijn deels van hout en deels van karton."
"Part15_095Horssen"	"Op het kanaal naar de lade van Man II is in 1959 een tremulant geplaatst; een registerknop hiervoor ontbreekt."
"Part15_095Horssen"	"De speeltafel bevindt zich vrijwel tegen de balustrade en is zo geplaatst dat de organist met zijn rug naar het altaar zit."
"Part15_095Horssen"	"Onderin de linkerkas (vanuit de kerk gezien) bevindt zich de toegang tot het oksaal."
"Part15_095Horssen"	"De superoctaafkoppel is uitgebouwd tot g4."
"Part15_095Horssen"	"Voor zover is na te gaan bouwde Winkels hier zijn eerste orgel met een manuaalomvang van 56 tonen."
"Part15_095Horssen"	"De orgels van Vroomshoop (1920) en De Weijer in Boxmeer (1922) hadden nog een omvang van 54 tonen (C-f3)."
"Part15_095Horssen"	"De registerwippers zijn in een horizontale rij boven Man II aangebracht met de beide pedaalkoppels links, daarnaast de Subbas, daarnaast de registers van Man I, dan de overige koppelingen en rechts de registers van Man II. De registerwippers hebben deels gekleurde naamplaatjes: voor de Subbas blauw, voor Man I wit en voor de Aeoline 8' roze."
"Part15_095Horssen"	"Vermoedelijk waren de overige plaatjes van Man II ook roze maar deze zijn zo verbleekt dat zelfs de opschriften nauwelijks nog leesbaar zijn."
"Part15_095Horssen"	"Bij de koppelingen zijn combinaties van de betreffende kleuren toegepast."
"Part15_095Horssen"	"In de lijst onder Man I zijn drukknoppen aangebracht voor de vaste combinaties en trompet af."
"Part15_095Horssen"	"De windladen zijn kegelladen met pneumatische tractuur."
"Part15_096Bakhuizen"	"Dit orgel was het laatste instrument met mechanische sleepladen van deze firma."
"Part15_096Bakhuizen"	"De grootste pijpen staken vroeger door een opening in het dak van de kas."
"Part15_096Bakhuizen"	"Tot 1977 stonden in het front niet-sprekende pijpen, bestreken met aluminiumbrons."
"Part15_096Bakhuizen"	"De tot dan toe aanwezige Celeste was van C-f gecombineerd met de Prestant 8'."
"Part15_096Bakhuizen"	"Zinken pijpwerk was voor de brand aanwezig in de Prestant (C-d1), Aeoline (C-H) en Octaaf 4' (C)."
"Part15_096Bakhuizen"	"Oorspronkelijk was een magazijnbalg (met twee schepbalgen) aanwezig."
"Part15_096Bakhuizen"	"De registertrekkers bevinden zich in een horizontale rij boven de lessenaarbak."
"Part15_096Bakhuizen"	"De porseleinen plaatjes dateren uit 1977."
"Part15_096Bakhuizen"	"Het handklavier heeft sinds kunststof toetsbeleg."
"Part15_096Bakhuizen"	"Het pedaalklavier en het orgelbankje zijn nog origineel."
"Part15_096Bakhuizen"	"Onder de lade bevindt zich een eiken walsraam met grenen walsen en nieuwe metalen armpjes."
"Part15_096Bakhuizen"	"Het pedaal walsbord is op dezelfde wijze gemaakt."
"Part15_096Bakhuizen"	"De abstractuur is in 1977 vernieuwd, mogelijk zijn de winkelhaken nog oud."
"Part15_096Bakhuizen"	"De eiken windlade is mogelijk ouder dan 1923."
"Part15_096Bakhuizen"	"De stokken zijn grotendeels oud, de dammen en slepen dateren uit 1977."
"Part15_096Bakhuizen"	"De lade wordt afgesloten met twee opliggende eiken voorslagen."
"Part15_096Bakhuizen"	"De indeling van de lade is volgt: C-Fis in het midden, aan de zijkant in twee velden de pijpen G-gis (in elk veld de grootste pijp in het midden)."
"Part15_096Bakhuizen"	"Links van het middenveld in hele tonen aflopend naar de zijkant de pijpen b-e3, rechts van het middenveld op dezelfde wijze h-f3."
"Part15_096Bakhuizen"	"De Bourdon 16' dateert uit 1923; g-h eikenhout (gedekt), discant metaal (gedekt)."
"Part15_096Bakhuizen"	"Van de Prestant 8' dateren C-d1 uit 1977."
"Part15_096Bakhuizen"	"Daarvan zijn C-E afgevoerd in de kas geplaatst en staan F-d1 in het front; het vervolg staat op de lade (1923) met expressions."
"Part15_096Bakhuizen"	"De Holpijp 8' (1923) heeft grenen pijpen voor C-H; het vervolg is van metaal, gedekt."
"Part15_096Bakhuizen"	"C-Fis van de Octaaf staan in het front (1977), het vervolg is oud en staat op de lade."
"Part15_096Bakhuizen"	"Alle pijpen met expressions."
"Part15_096Bakhuizen"	"De Roerfluit 4' dateert uit 1977; het hoogste octaaf is open, conisch."
"Part15_096Bakhuizen"	"De Octaaf dateert uit 1923 en is tot en met h1 voorzien van expressions."
"Part15_096Bakhuizen"	"De Mixtuur dateert uit 1977 en is deels op lengte afgesneden en deels voorzien van stemkrullen."
"Part15_096Bakhuizen"	"De Kromhoorn 8' is in 1977 geplaatst."
"Part15_096Bakhuizen"	"Het betreft een ouder fabriekstongwerk met metalen stevels, enge cilindrische bekers, in de bas van rood koper (waarvan C-D gekropt), in de discant van metaal."
"Part15_096Bakhuizen"	"De bekers van C-H hebben stemdeksels, de kleinere bekers zijn voorzien van stemringen in roodkoper en metaal."
"Part15_097HilversumClemens"	"De kas heeft een eenvoudige rechthoekige onderbouw, met daarop zes houten stijlen, verbonden door dwarslatten."
"Part15_097HilversumClemens"	"De kas is van grenen, met enkele gedecoreerde lijsten van eikenhout."
"Part15_097HilversumClemens"	"Alle frontpijpen zijn sprekend: links staan C-gis van de Prestant (Man I), rechts C-f1 van de Octaafbas (Ped)."
"Part15_097HilversumClemens"	"Het pijpwerk van Man I staat links opgesteld, Man II rechts."
"Part15_097HilversumClemens"	"De laden voor de twee 16'-registers van het Ped liggen achter Man I. De ladeindelingen zijn chromatisch aflopend naar het midden."
"Part15_097HilversumClemens"	"Metalen pijpen tot ongeveer 1' lengte zijn van zink."
"Part15_097HilversumClemens"	"Het houten pijpwerk is van naaldhout."
"Part15_097HilversumClemens"	"De grootste hebben eiken voorslagen en ook de voorkant van de kern is van eiken."
"Part15_097HilversumClemens"	"Bij de kleinste is voor die delen beuken gebruikt."
"Part15_097HilversumClemens"	"De metalen pijpen hebben spitsgeritste labia."
"Part15_097HilversumClemens"	"De Gemshoorn, de fluiten en de gedekten zijn rond opgesneden, de prestanten en strijkers recht."
"Part15_097HilversumClemens"	"Bijna alle open pijpen (ongeveer tot en met h3) hebben expressions."
"Part15_097HilversumClemens"	"De strijkers en de grootste prestanten zijn voorzien van rolbaarden of freins."
"Part15_097HilversumClemens"	"Op de zinken en metalen pijpen zijn de registernaam en de toonhoogte met slagletters aangegeven."
"Part15_097HilversumClemens"	"De registernamen zijn steeds in het Duits, terwijl de plaatjes op de speeltafel Nederlandse namen hebben."
"Part15_097HilversumClemens"	"Van de Viola di Gamba 8' zijn C-g van zink."
"Part15_097HilversumClemens"	"De bas van de Holpijp 8' is van hout, open; het klein octaaf is van zink, open; het vervolg is van metaal en overblazend."
"Part15_097HilversumClemens"	"De Gemshorn 8' is conisch."
"Part15_097HilversumClemens"	"Het groot octaaf van de Mixtuur heeft een zinken laagste koor; de octaafkoren hebben expressions tot ongeveer 1/4', en zijn gemensureerd zoals Prestant 8' en Octaaf 4'; de kwintkoren zijn enger, en hebben stemkrullen."
"Part15_097HilversumClemens"	"De Trompet 8' heeft stevels en bekers (met intonatieslitsen) van zink, koppen van lood, en  kelen en tongen van messing; c3-g3 labiaal (een Prestant- en een Gambapijpje per toon)."
"Part15_097HilversumClemens"	"Alle 16-, 8- en 4-voets registers van Man II zijn uitgebouwd tot g4."
"Part15_097HilversumClemens"	"De Celeste 8' is vanaf c, c-g zink."
"Part15_097HilversumClemens"	"De Traversfluit 4' heeft expressions tot en met gis3."
"Part15_097HilversumClemens"	"De Gedekt 8' is van C-cis2 van hout."
"Part15_097HilversumClemens"	"De Piccolo 2' is van C-H zink, openfluit, smal gelabieerd; c-h2 metaal, overblazend; rest op lengte."
"Part15_097HilversumClemens"	"De Sexquialter 2 2/3' heeft een kwintkoor meet een groot octaaf van zink, C-e1 hele register met stemkrullen."
"Part15_097HilversumClemens"	"Het tertskoor is conisch, materiaal als kwintkoor."
"Part15_097HilversumClemens"	"De Hobo 8' heeft een factuur als Trompet 8' met conische bekers die aan het eind wat wijder uitlopen, met dekseltjes en gaten net onder de rand, gis3-g4 labiaal."
"Part15_097HilversumClemens"	"De Salicionaal 8' heeft vanaf gis3 stemkrullen."
"Part15_097HilversumClemens"	"De bas van de Vioolprestant 8' is van zink, vervolg spotted metal."
"Part15_097HilversumClemens"	"Het extra octaaf van de Bourdun 16' is van metaal, open."
"Part15_097HilversumClemens"	"De Octaafbas 8' is geheel van zink."
"Part15_097HilversumClemens"	"De Violon 16' is van hout; de grootste pijpen zijn gekropt."
"Part15_098UtrechtAntonius"	"Het instrument is gebouwd onder advies van pater C. Huigens."
"Part15_098UtrechtAntonius"	"In diens archief bleef een dossier over de totstandkoming van het instrument bewaard."
"Part15_098UtrechtAntonius"	"De bouw werd in mei 1921 opgedragen aan de firma N.A. van den Berg (Aalten)."
"Part15_098UtrechtAntonius"	"Later dat jaar fuseerde deze firma met die van J.J. Elbertse zodat de paradoxale situatie ontstond dat de nieuwe fa Vereenigde Kerkorgelfabrieken onder leiding van J.J. Elbertse een orgel moest leveren waarvoor Elbertse zelf als inschrijver was afgevallen."
"Part15_098UtrechtAntonius"	"Het orgel bevindt zich op het originele orgelbalkon boven de ingang van de kerk."
"Part15_098UtrechtAntonius"	"Het instrument staat opgesteld in twee kassen die nagenoeg geheel uit 1923 dateren."
"Part15_098UtrechtAntonius"	"Onder in de rechterkas bevinden zich de windmotor, de magazijnbalg en een regulateur."
"Part15_098UtrechtAntonius"	"Tevens is hier de lade met bijbehorend pijpwerk voor de tonen C-e van het Ped geplaatst."
"Part15_098UtrechtAntonius"	"Boven in de kas bevinden zich de windlade en het pijpwerk van Man II en de aparte zwelkast voor de oorspronkelijke Vox Humana 8'."
"Part15_098UtrechtAntonius"	"De beide zwelkasten zijn buiten gebruik gesteld; de deuren van de zwelkast voor de Vox Humana zijn uitgenomen en in het orgel opgeslagen."
"Part15_098UtrechtAntonius"	"De lade van het Ped is zodanig geplaatst dat de grootste pijpen zich aan de frontzijde bevinden."
"Part15_098UtrechtAntonius"	"De lade van Man II en de Woudfluit 2' zijn andersom geplaatst, met de kleinste pijpen aan de frontzijde."
"Part15_098UtrechtAntonius"	"Onder de vloer tussen de beide kassen loopt een houten windkanaal dat vanaf de magazijnbalg naar de regulateur voor Man I voert."
"Part15_098UtrechtAntonius"	"Onder in de linkerkas bevindt zich de regulateur voor Man I en de lade met bijbehorend pijpwerk voor de tonen f-f1 van het Ped."
"Part15_098UtrechtAntonius"	"Bovenin de kas bevinden zich de windlade en het pijpwerk van Man I. De laden zijn zo geplaatst dat de grootste pijpen aan de frontzijde staan."
"Part15_098UtrechtAntonius"	"De frontpijpen zijn van zink met rond opgeworpen labia en zijbaarden."
"Part15_098UtrechtAntonius"	"Ze behoren tot de registers Prestant 8' (C-g, links) en Octaafbas 8' (C-H, rechts); de overige frontpijpen, waaronder de beide zijfronten, zijn loos."
"Part15_098UtrechtAntonius"	"De windvoorziening bestaat uit een magazijnbalg met twee regulateurs."
"Part15_098UtrechtAntonius"	"Al deze balgen zijn voorzien van een dubbele vouw."
"Part15_098UtrechtAntonius"	"De windkanalen zijn grotendeels van hout en zink."
"Part15_098UtrechtAntonius"	"De tremulant is sinds 1982 niet meer in gebruik."
"Part15_098UtrechtAntonius"	"De windladen zijn kegelladen met van origine pneumatische tractuur."
"Part15_098UtrechtAntonius"	"Voor het Ped zijn twee laden aanwezig: één voor de tonen C-e en één voor de overige tonen."
"Part15_098UtrechtAntonius"	"De grote lade is gedeeld tussen Fis en G. Op deze lade staan geen pijpen van de Octaafbas 8'; deze zijn in (of achter) het front geplaatst."
"Part15_098UtrechtAntonius"	"De laden van Man I en II zijn eveneens gedeeld."
"Part15_098UtrechtAntonius"	"Alle laden zijn chromatisch ingedeeld."
"Part15_098UtrechtAntonius"	"De relais onder de laden zijn in 1982 van wipmagneten voorzien."
"Part15_098UtrechtAntonius"	"De tractuur tot aan de relais is in 1982 grotendeels in eigen beheer aangelegd."
"Part15_098UtrechtAntonius"	"Desondanks is in het orgel is nog een deel van de oorspronkelijke tractuur aanwezig."
"Part15_098UtrechtAntonius"	"C-h van de Bourdon 16' (Man I) zijn van grenen, het vervolg is van orgelmetaal; c1-h1 met geperste labia, overige zonder labia alle pijpen boogvormig opgesneden."
"Part15_098UtrechtAntonius"	"Van de Prestant 8' staan C-g in het front (zink), het vervolg staat op de lade; g-h zink, het vervolg van orgelmetaal."
"Part15_098UtrechtAntonius"	"C-H van de Holpijp 8' zijn van grenen, het vervolg is van orgelmetaal (gedekt) zonder labia met boogvormige opsneden."
"Part15_098UtrechtAntonius"	"De Flûte Harm. 8' is van C-H gecombineerd met de Holpijp; c-h zijn van zink, het vervolg is van orgelmetaal en vanaf g2 overblazend."
"Part15_098UtrechtAntonius"	"C-H van de Gamba 8' zijn van zink, het vervolg is van 75% tin."
"Part15_098UtrechtAntonius"	"Alle pijpen met geperste labia en freins."
"Part15_098UtrechtAntonius"	"Van de Octaaf 4' zijn C-h van zink, het vervolg is van orgelmetaal."
"Part15_098UtrechtAntonius"	"Alle pijpen met geperste labia."
"Part15_098UtrechtAntonius"	"De Fluit 4' is van C-h gedekt en verder open, conisch."
"Part15_098UtrechtAntonius"	"Alle pijpen van orgelmetaal, zonder labia."
"Part15_098UtrechtAntonius"	"De Octaaf 2' is van orgelmetaal met geperste labia."
"Part15_098UtrechtAntonius"	"Dat geldt ook voor de registers Mixtuur en Cornet."
"Part15_098UtrechtAntonius"	"Expressions zijn aanwezig bij de registers Prestant 8', Flûte Harm en Gamba (geheel), alsmede Octaaf 4' (C-cis2), Fluit 4' (c1-cis2), Octaaf 2' (C-f1) en een deel van de Mixtuur en de Cornet."
"Part15_098UtrechtAntonius"	"De Trompet 8' heeft zinken stevels, metalen koppen en zinken bekers met intoneerslits."
"Part15_098UtrechtAntonius"	"Duitse krukken; messing kelen en tongen."
"Part15_098UtrechtAntonius"	"Bekers dis2-g3 dubbele lengte."
"Part15_098UtrechtAntonius"	"C-h van de Vioolprestant 8' (Man II) zijn van zink, het vervolg is van orgelmetaal."
"Part15_098UtrechtAntonius"	"Alle pijpen met geperste labia."
"Part15_098UtrechtAntonius"	"De Bourdon 8' is van dezelfde factuur als de Holpijp 8' (Man I)."
"Part15_098UtrechtAntonius"	"De Dolce 8' is van orgelmetaal (open) met geperste labia; zeer smal gelabieerd."
"Part15_098UtrechtAntonius"	"C-h van de Aeoline 8' zijn van zink, het vervolg is van 75% tin."
"Part15_098UtrechtAntonius"	"Alle pijpen met geperste labia en Gavioli-freins."
"Part15_098UtrechtAntonius"	"De Voix Céleste 8' is van C-H gecombineerd met de Aeoline, het vervolg is van dezelfde factuur als de Aeoline."
"Part15_098UtrechtAntonius"	"De Violine 4' is van 75% tin met geperste labia."
"Part15_098UtrechtAntonius"	"De Conische Woudfluit 2' dateert uit 1946."
"Part15_098UtrechtAntonius"	"Expressions zijn aanwezig bij de registers Vioolprestant, Dolce, Aeoline, Voix Céleste en Violine."
"Part15_098UtrechtAntonius"	"De Basson-Hobo heeft zinken stevels, metalen koppen, Duitse kelen, tongen en krukken."
"Part15_098UtrechtAntonius"	"C-h1 zinken bekers."
"Part15_098UtrechtAntonius"	"De Subbas 16' is van grenen, gedekt."
"Part15_098UtrechtAntonius"	"De Quintbas 10 2/3' is eveneens van grenen (open)."
"Part15_098UtrechtAntonius"	"De Octaafbas 8' is van zink met ingesoldeerde labia en expressions."
"Part15_098UtrechtAntonius"	"C-B in het front, H-e afgevoerd, het vervolg op de lade."
"Part15_098UtrechtAntonius"	"De Violon 8' is eveneens van zink met ingesoldeerde labia, rolbaarden en expressions."
